LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,"FAMILY CARE NETWORK, P.L.L.C.",709 W Orchard Dr,BELLINGHAM,WA,98225,621111,Corporation,Unanswered,Unanswered,Unanswered,,488,4/12/2020,KeyBank National Association,WA - 01
a $5-10 million,FOSTER GARVEY P.C.,1111 3rd Ave. Suite 3000,SEATTLE,WA,98101,541110,Corporation,Unanswered,Unanswered,Unanswered,,305,4/15/2020,KeyBank National Association,WA - 07
a $5-10 million,"FRESH CONSULTING, INC.",14725 36TH ST Suite 300,BELLEVUE,WA,98006,541512,Corporation,White,Male Owned,Non-Veteran,,311,4/29/2020,Commencement Bank,WA - 09
a $5-10 million,GARCO CONSTRUCTION INC.,4114 E Broadway Ave,SPOKANE,WA,99202,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/6/2020,Washington Trust Bank,WA - 05
a $5-10 million,GARY MERLINO CONSTRUCTION CO. INC.,9125 10th Ave S,SEATTLE,WA,98108,237310,Corporation,Unanswered,Unanswered,Unanswered,,431,4/15/2020,"U.S. Bank, National Association",WA - 07
a $5-10 million,"GEOENGINEERS, INC.","17425 NE Union Hill Rd., STE 250",REDMOND,WA,98052,541330,Corporation,Unanswered,Unanswered,Unanswered,,325,4/15/2020,"U.S. Bank, National Association",WA - 01
a $5-10 million,"GILBERT ORCHARDS, INC.",10804 Gilbert Road,YAKIMA,WA,98903,484110,Corporation,Unanswered,Unanswered,Unanswered,,,4/13/2020,KeyBank National Association,WA - 04
a $5-10 million,GLY CONSTRUCTION INC.,200 112 AVE NE; Suite 300,BELLEVUE,WA,98004,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,316,4/15/2020,Seattle Bank,WA - 01
a $5-10 million,"GORDON TRUCK CENTERS, INC.",277 Stewart Road SW,PACIFIC,WA,98047,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,481,4/13/2020,KeyBank National Association,WA - 08
a $5-10 million,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DR,ABERDEEN,WA,98520,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,470,4/29/2020,"U.S. Bank, National Association",WA - 06
a $5-10 million,GREEN DIAMOND RESOURCE COMPANY,1301 FIFTH AVENUE SUITE 2700,SEATTLE,WA,98101,113110,Corporation,Unanswered,Unanswered,Unanswered,,0,5/8/2020,"Wells Fargo Bank, National Association",WA - 07
a $5-10 million,"H. D. FOWLER CO., INC.",3633 136th Pl SE,BELLEVUE,WA,98006,423310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,491,4/11/2020,KeyBank National Association,WA - 09
a $5-10 million,HANNAH MOTOR COMPANY,3321 Ne Auto Mall Dr,VANCOUVER,WA,98662,441110,Corporation,Unanswered,Unanswered,Unanswered,,500,5/3/2020,"Bank of America, National Association",WA - 03
a $5-10 million,HARTUNG GLASS INDUSTRIES INC,17830 W Valley Hwy,TUKWILA,WA,98188,327215,Corporation,Unanswered,Unanswered,Unanswered,,500,4/16/2020,"Bank of America, National Association",WA - 09
a $5-10 million,"HIGHLIGHTS SALONS, LLC",15375 30TH PL SUITE 270,BELLEVUE,WA,98007,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,70,4/27/2020,City National Bank,WA - 01
a $5-10 million,HOLADAY-PARKS-FABRICATORS INC.,4600 134TH PL S,TUKWILA,WA,98168,238220,Corporation,Asian,Unanswered,Unanswered,,,4/10/2020,HomeStreet Bank,WA - 07
a $5-10 million,HOLMBERG COMPANY,10690 NE 9TH PL,BELLEVUE,WA,98004,238220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,0,4/27/2020,Coastal Community Bank,WA - 01
a $5-10 million,HOMES ELECTRIC COMPANY,600 Washington Ave South,KENT,WA,98032,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/15/2020,Washington Trust Bank,WA - 08
a $5-10 million,INCYTE PATHOLOGY PS,13103 E MANSFIELD AVE,SPOKANE VALLEY,WA,99216,621511,Partnership,Unanswered,Unanswered,Unanswered,,373,4/13/2020,Umpqua Bank,WA - 05
a $5-10 million,INTERNATIONAL COMMUNITY HEALTH SERVICES,720 8TH AVE S SUITE 100 P.O. BOX 3007,SEATTLE,WA,98114,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,487,4/14/2020,KeyBank National Association,WA - 09
a $5-10 million,INTERWEST CONSTRUCTION INC,609 NORTH HILL BLVD,BURLINGTON,WA,98233,237990,Corporation,White,Male Owned,Non-Veteran,,250,4/10/2020,"Washington Federal Bank, National Association",WA - 01
a $5-10 million,IVARS INC,1001 ALASKAN WAY SUITE 109,SEATTLE,WA,98104,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,4/11/2020,Banner Bank,WA - 07
a $5-10 million,"J.R. ABBOTT CONSTRUCTION, INC",3408 1ST AVE S,SEATTLE,WA,98134,236220,Corporation,Unanswered,Unanswered,Unanswered,,,4/28/2020,Columbia State Bank,WA - 07
a $5-10 million,"JANICKI INDUSTRIES, INC.",719 Metcalf St,SEDRO WOOLLEY,WA,98284,336412,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/13/2020,KeyBank National Association,WA - 01
a $5-10 million,"JEFFREYM CONSULTING, LLC",600 University Street,SEATTLE,WA,98101,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,289,4/14/2020,"Readycap Lending, LLC",WA - 07
a $5-10 million,JMAC ENERGY SERVICES,1505 NORTH MILLER ST SUITE 260,WENATCHEE,WA,98801,237990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/7/2020,Washington Trust Bank,WA - 08
a $5-10 million,"KIDDER MATHEWS, INC.","601 UNION ST, STE 4720",SEATTLE,WA,98101,531210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/14/2020,Heritage Bank,WA - 07
a $5-10 million,KITSAP MENTAL HEALTH SERVICES,5455 Almira Dr. NE,BREMERTON,WA,98311,621420,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,450,4/15/2020,Kitsap Bank,WA - 06
a $5-10 million,KLB CONSTRUCTION INC,PO Box 158,MUKILTEO,WA,98275,237110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/5/2020,Washington Trust Bank,WA - 02
a $5-10 million,KOREAN WOMEN'S ASSOCIATION,123 96TH ST E,TACOMA,WA,98445,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,485,5/12/2020,"U.S. Bank, National Association",WA - 10
a $5-10 million,KUBRAT07 LLC,21020  84TH AVE S,KENT,WA,98032,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/8/2020,First Home Bank,WA - 08
a $5-10 million,"LABORWORKS INDUSTRIAL STAFFING SPECIALISTS, INC.",6514 Wollochet Dr,GIG HARBOR,WA,98335,561311,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,4/27/2020,Heritage Bank,WA - 06
a $5-10 million,LANE POWELL PC,"1420 Fifth Ave, Suite 4200",SEATTLE,WA,98101,922130,Corporation,Unanswered,Unanswered,Unanswered,,375,4/13/2020,"Washington Federal Bank, National Association",WA - 07
a $5-10 million,LOGIC20/20 INC.,"1501 First Avenue South, #310",SEATTLE,WA,98134,541519,Subchapter S Corporation,White,Male Owned,Non-Veteran,,270,4/15/2020,"Zions Bank, A Division of",WA - 07
a $5-10 million,LYDIG CONSTRUCTION INC,11001 E MONTGOMERY DR,SPOKANE VALLEY,WA,99206,236220,Corporation,Unanswered,Unanswered,Unanswered,,0,4/7/2020,Washington Trust Bank,WA - 05
a $5-10 million,MAD ANTHONY'S INCORPORATED,10502 NE 37th Cir Bldg 8,KIRKLAND,WA,98033,722511,Corporation,Unanswered,Unanswered,Unanswered,,500,4/14/2020,"Bank of America, National Association",WA - 01
a $5-10 million,"MANKE LUMBER COMPANY, INC.",1717 Marine View Dr,TACOMA,WA,98422,484110,Corporation,Unanswered,Unanswered,Unanswered,,467,4/13/2020,KeyBank National Association,WA - 09
a $5-10 million,"MCMILLEN JACOBS ASSOCIATES, INC.","1011 Western Avenue, Suite 706",SEATTLE,WA,98104,541330,Corporation,White,Female Owned,Non-Veteran,,200,4/10/2020,"Zions Bank, A Division of",WA - 07
a $5-10 million,MG2 CORPORATION,1101 Second Ave Suite 100,SEATTLE,WA,98101,541310,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,335,4/9/2020,"Zions Bank, A Division of",WA - 07
a $5-10 million,"MOD SUPER FAST PIZZA, LLC",2035 158th Court NE 0.0,BELLEVUE,WA,98008,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/11/2020,"JPMorgan Chase Bank, National Association",WA - 01
a $5-10 million,MUTUAL MATERIALS COMPANY,605 119th Avenue NE,BELLEVUE,WA,98005,327331,Corporation,Unanswered,Male Owned,Unanswered,,453,4/11/2020,"Zions Bank, A Division of",WA - 09
a $5-10 million,"N. A. DEGERSTROM, INC",3303 N SULLIVAN RD,SPOKANE VALLEY,WA,99216,212221,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/6/2020,Washington Trust Bank,WA - 05
a $5-10 million,NATIONAL FOOD CORPORATION,"134TH ST728 134th St SW, Ste 103",EVERETT,WA,98204,112310,Corporation,Unanswered,Male Owned,Unanswered,,0,4/10/2020,Coastal Community Bank,WA - 02
a $5-10 million,"NORTHWEST CONSTRUCTION, INC.",2353 130th Ave NE,KIRKLAND,WA,98033,236210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/15/2020,Banner Bank,WA - 01
a $5-10 million,NORTHWEST RESTAURANTS INC,18815 139th Ave NE Suite C,WOODINVILLE,WA,98072,722513,Corporation,Unanswered,Unanswered,Unanswered,,500,4/15/2020,Plains Commerce Bank,WA - 01
a $5-10 million,NOVINIUM INC,22820 Russell Road,KENT,WA,98032,238990,Corporation,Unanswered,Unanswered,Unanswered,,267,4/8/2020,Dogwood State Bank,WA - 08
a $5-10 million,OCEAN PARK MECHANICAL INC.,14900 Interurban Ave S Suite 283,TUKWILA,WA,98168,238210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,388,4/9/2020,UniBank,WA - 07
a $5-10 million,ONE GOOD PUTT INC,5508 E. FOURTH PLAIN #F,VANCOUVER,WA,98604,445299,Corporation,Unanswered,Male Owned,Veteran,,,4/27/2020,Radius Bank,WA - 03
a $5-10 million,PACTERA TECHNOLOGIES NA INC,14980 NE 31ST WAY STE 100,REDMOND,WA,98052,541511,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",WA - 01
a $5-10 million,"PARAMETRIX, INC.",1019  39TH AVE SE Suite 100,PUYALLUP,WA,98374,541620,Corporation,Unanswered,Unanswered,Unanswered,,431,4/4/2020,Washington Trust Bank,WA - 08
a $5-10 million,PENINSULA TRUCK LINES INC,1010 S 336TH ST STE 202,FEDERAL WAY,WA,98003,484110,Corporation,Unanswered,Unanswered,Unanswered,,487,4/15/2020,"Bank of America, National Association",WA - 08
a $5-10 million,PINEAPPLE HOSPITALITY COMPANY,155 108th AVE NE STE 500,BELLEVUE,WA,98004,721110,Corporation,Unanswered,Unanswered,Unanswered,,0,4/4/2020,Washington Trust Bank,WA - 01
a $5-10 million,"PORCH.COM, INC.",2200 1st Avenue South,SEATTLE,WA,98134,541890,Corporation,Unanswered,Unanswered,Unanswered,,409,4/10/2020,Western Alliance Bank,WA - 07
a $5-10 million,"PRAIRIE ELECTRIC, INC.",6000 NE 88TH ST,VANCOUVER,WA,98665,238210,Corporation,White,Female Owned,Non-Veteran,,449,4/28/2020,Pacific Premier Bank,WA - 03
a $5-10 million,PRESBYTERIAN RETIREMENT COMMUNITIES NORTHWEST,1980 112th Ave NE,BELLEVUE,WA,98004,623311,Corporation,Unanswered,Unanswered,Unanswered,,0,4/28/2020,"Washington Federal Bank, National Association",WA - 01
a $5-10 million,PROMETHEAN INC.,720 OLIVE WAY STE 1500,SEATTLE,WA,98101,511210,Corporation,Unanswered,Unanswered,Unanswered,,228,4/30/2020,"Bank of America, National Association",WA - 07
a $5-10 million,PROSSER PUBLIC HOSPITAL DISTRICT BENTON,723 MEMORIAL ST,PROSSER,WA,99350,623110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,374,5/3/2020,"U.S. Bank, National Association",WA - 03
a $5-10 million,"PSF MECHANICAL, INC","11621 East Marginal Way S, Suite A",SEATTLE,WA,98168,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,223,4/27/2020,Columbia State Bank,WA - 07
a $5-10 million,"RAM 1971, INC.",10013 59TH AVE SW,LAKEWOOD,WA,98499,722511,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Unanswered,,0,4/6/2020,Washington Trust Bank,WA - 06
a $5-10 million,"ROMAC INDUSTRIES, INC.","21919 20th Avenue SE, Suite 100 0.0",BOTHELL,WA,98021,332999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/10/2020,"JPMorgan Chase Bank, National Association",WA - 01
a $5-10 million,ROTSCHY INC,9210 NE 62nd Ave,VANCOUVER,WA,98665,237310,Subchapter S Corporation,White,Male Owned,Non-Veteran,,405,4/13/2020,KeyBank National Association,WA - 03
a $5-10 million,SCAFCO CORPORATION,2800 E MAIN AVE,SPOKANE,WA,99202,333111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/28/2020,Washington Trust Bank,WA - 05
a $5-10 million,SEATTLE TIMES COMPANY AND SUBSIDIARIES,1000 Denny Way,SEATTLE,WA,98109,511110,Corporation,Unanswered,Unanswered,Unanswered,,499,4/12/2020,"Washington Federal Bank, National Association",WA - 07
a $5-10 million,SELLEN CONSTRUCTION CO INC,PO Box 9970,SEATTLE,WA,98109,236220,Corporation,Unanswered,Unanswered,Unanswered,,0,4/9/2020,Washington Trust Bank,WA - 07
a $5-10 million,"SEQUOYAH ELECTRIC, LLC",15135 NE 92nd St,REDMOND,WA,98052,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,207,4/12/2020,KeyBank National Association,WA - 01
a $5-10 million,"SIGMA DESIGN, INC.",4600 PACIFIC RIM BLVD,CAMAS,WA,98607,541330,Subchapter S Corporation,White,Male Owned,Non-Veteran,,219,4/15/2020,Umpqua Bank,WA - 03
a $5-10 million,"SILVER BAY SEAFOODS, L.L.C.",4039 21ST AVE W,SEATTLE,WA,98199,311710,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,351,4/13/2020,KeyBank National Association,WA - 07
a $5-10 million,SKILLS INC,715 30th Street NE,AUBURN,WA,98002,624310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,420,4/14/2020,Umpqua Bank,WA - 08
a $5-10 million,STAR PROTECTION AGENCY LLC,875 NE 124TH AVE Suite 101,BELLEVUE,WA,98005,561612,Corporation,Unanswered,Male Owned,Non-Veteran,,0,4/27/2020,Washington Trust Bank,WA - 09
a $5-10 million,"SUNRISE SERVICES, INC.",811 MADISON ST,EVERETT,WA,98203,623990,Corporation,Black or African American,Female Owned,Non-Veteran,,0,4/28/2020,Coastal Community Bank,WA - 02
a $5-10 million,"TAPANI, INC.",1904 SE 6th Place,BATTLE GROUND,WA,98604,237110,Corporation,White,Male Owned,Non-Veteran,,427,4/14/2020,Pacific Premier Bank,WA - 03
a $5-10 million,TAYLOR SHELLFISH COMPANY. INC.,130 SE Lynch Rd,SHELTON,WA,98584,311710,Corporation,Unanswered,Unanswered,Unanswered,,486,4/13/2020,KeyBank National Association,WA - 06
a $5-10 million,THE GENEVA FOUNDATION,917 Pacific Ave Ste 600,TACOMA,WA,98402,541713,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,4/27/2020,Columbia State Bank,WA - 06
a $5-10 million,THE LIGHTHOUSE FOR THE BLIND INC,2501 S PLUM ST,SEATTLE,WA,98144,624310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/15/2020,The Northern Trust Company,WA - 09
a $5-10 million,THERAPEUTIC ASSOCIATES INC,"20829 72ND AVE S, Ste 710",KENT,WA,98032,621340,Corporation,Unanswered,Unanswered,Unanswered,,0,4/9/2020,Washington Trust Bank,WA - 08
a $5-10 million,"TITAN ELECTRIC, INC",12828 Northup Way Suite 205,BELLEVUE,WA,98005,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/8/2020,Heritage Bank,WA - 09
a $5-10 million,TRA-MINW PS,130145 S Fawcett St,TACOMA,WA,98402,621512,Corporation,Unanswered,Unanswered,Unanswered,,,4/15/2020,"U.S. Bank, National Association",WA - 06
a $5-10 million,"UNIVERSITY MECHANICAL CONTRACTORS, INC.",11611 49th Pl W,MUKILTEO,WA,98275,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,455,4/11/2020,KeyBank National Association,WA - 02
a $5-10 million,UW PHYSICIANS NETWORK,1100 NE 45th St Ste 500,SEATTLE,WA,98105,999990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,403,5/3/2020,"Bank of America, National Association",WA - 07
a $5-10 million,"WAGSTAFF, INC.",3910 N. FLORA RD.,SPOKANE VALLEY,WA,99216,333517,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/8/2020,Washington Trust Bank,WA - 05
a $5-10 million,WALTER DORWIN TEAGUE ASSOCIATES INC,110 Union St Ste 500,SEATTLE,WA,98101,541330,Corporation,Unanswered,Unanswered,Unanswered,,171,4/16/2020,"U.S. Bank, National Association",WA - 07
a $5-10 million,"WELLONS GROUP, INC",2525 W. Firestone Lane,VANCOUVER,WA,98660,332410,Corporation,Unanswered,Unanswered,Unanswered,,274,4/15/2020,"U.S. Bank, National Association",WA - 03
a $5-10 million,"WESTERN PETERBILT, LLC",3801 AIRPORT WAY S,SEATTLE,WA,98108,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/7/2020,Renasant Bank,WA - 07
a $5-10 million,WESTERN WASHINGTON MEDICAL GROUP,1728 W Marine View Drive #110,EVERETT,WA,98201,621111,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,Coastal Community Bank,WA - 01
a $5-10 million,WILSON OIL INC,95 Panel Way,LONGVIEW,WA,98632,447190,Corporation,Unanswered,Unanswered,Unanswered,,422,5/3/2020,"Bank of America, National Association",WA - 03
a $5-10 million,WOODLAND PARK ZOOLOGICAL SOCIETY,5500 PHINNEY AVE N,SEATTLE,WA,98103,712130,Corporation,Unanswered,Unanswered,Unanswered,,370,4/15/2020,"MUFG Union Bank, National Association",WA - 07
a $5-10 million,"A LIFE STYLE SERVICE, INC.",672 West Washington Avenue,MADISON,WI,53703,561320,Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,BMO Harris Bank National Association,WI - 02
a $5-10 million,AIR WISCONSIN AIRLINES LLC,"W6390 Challenger Dr, Suite 203 0.0",APPLETON,WI,54914,481111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/10/2020,"JPMorgan Chase Bank, National Association",WI - 06
a $5-10 million,"ALTO-SHAAM, INC.",W164 N9221 Water Street 0.0,MENOMONEE FALLS,WI,53051,333318,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/9/2020,"JPMorgan Chase Bank, National Association",WI - 04
a $5-10 million,AMERICAN ORTHODONTICS CORPORATION,3524 WASHINGTON AVE,SHEBOYGAN,WI,53081,339114,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/15/2020,"U.S. Bank, National Association",WI - 06
a $5-10 million,ARANDELL CORPORATION,N82 W13118 Leon Road,MENOMONEE FALLS,WI,53051,323111,Corporation,Unanswered,Unanswered,Unanswered,,500,4/8/2020,CIBC Bank USA,WI - 04
a $5-10 million,"AUGUST WINTER & SONS, INC.",2323 N Roemer Rd.,APPLETON,WI,54911,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/8/2020,BMO Harris Bank National Association,WI - 08
a $5-10 million,"AUTO TRANSTECH, INC.",8700 N SERVITE DR,MILWAUKEE,WI,53223,336350,Subchapter S Corporation,White,Male Owned,Non-Veteran,,500,4/9/2020,Investors Community Bank,WI - 04
a $5-10 million,AYRES ASSOCIATES INC,3433 Oakwood Hills Parkway,EAU CLAIRE,WI,54701,541330,Corporation,Unanswered,Unanswered,Unanswered,,289,4/4/2020,"Bremer Bank, National Association",WI - 03
a $5-10 million,"BADER RUTTER & ASSOCIATES, INC.",1433 N. WATER ST,MILWAUKEE,WI,53202,541810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,289,4/8/2020,BMO Harris Bank National Association,WI - 04
a $5-10 million,BADGER MINING CORPORATION,409 CHURCH ST,BERLIN,WI,54923,212322,Corporation,Unanswered,Unanswered,Unanswered,,245,4/9/2020,Fortifi Bank,WI - 06
a $5-10 million,BASSETT INC.,1215 HYLAND AVE,KAUKAUNA,WI,54130,238220,Corporation,Unanswered,Male Owned,Non-Veteran,,382,4/4/2020,Nicolet National Bank,WI - 08
a $5-10 million,"BELL LABORATORIES, INC.",3699 Kinsman Blvd,MADISON,WI,53704,325320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,449,4/8/2020,First Business Bank,WI - 02
a $5-10 million,"BLACK RIVER MEMORIAL HOSPITAL, INC.",711 W ADAMS ST,BLACK RIVER FALLS,WI,54615,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/8/2020,"Associated Bank, National Association",WI - 03
a $5-10 million,"BOSTON, INC",2917 Business Park Drive,STEVENS POINT,WI,54482,442110,Cooperative,Unanswered,Unanswered,Unanswered,,0,4/8/2020,BMO Harris Bank National Association,WI - 03
a $5-10 million,"BROADWIND HEAVY FABRICATORS, INC.",101 S  16TH ST,MANITOWOC,WI,54220,333612,Corporation,Unanswered,Unanswered,Unanswered,,469,4/5/2020,CIBC Bank USA,WI - 06
a $5-10 million,BRODERSEN MANAGEMENT CORP,101 W. Capito Drive,MILWAUKEE,WI,53212,722310,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/10/2020,Banco Popular de Puerto Rico,WI - 04
a $5-10 million,"BRUNO INDEPENDENT LIVING AIDS, INC.",1780 Executive Drive 0.0,OCONOMOWOC,WI,53066,339113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,414,4/10/2020,"JPMorgan Chase Bank, National Association",WI - 01
a $5-10 million,"BUTTERS-FETTING CO., INC.",1669 S  1ST ST,MILWAUKEE,WI,53204,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/10/2020,BMO Harris Bank National Association,WI - 04
a $5-10 million,"C.G. BRETTING MANUFACTURING CO., INC",3401 Lake Park Rd,ASHLAND,WI,54806,322211,Corporation,Unanswered,Unanswered,Unanswered,,454,4/28/2020,Security State Bank,WI - 07
a $5-10 million,"CORPORATE GROUP, INC.",7123 W Calumet Road,MILWAUKEE,WI,53223,238210,Corporation,Unanswered,Unanswered,Unanswered,,481,4/7/2020,BMO Harris Bank National Association,WI - 04
a $5-10 million,COURTESY CORPORATION,2700 National Drive Ste 100,ONALASKA,WI,54650,722513,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,500,4/10/2020,"Bremer Bank, National Association",WI - 03
a $5-10 million,"CRYSTAL FINISHING SYSTEMS, INC.",4704 BAYBERRY ST,SCHOFIELD,WI,54476,332812,Corporation,Unanswered,Male Owned,Unanswered,,500,4/10/2020,IncredibleBank,WI - 07
a $5-10 million,"CUSTOM FABRICATING & REPAIR, INC.",1932 E 26th Street PO Box 296,MARSHFIELD,WI,54449,333241,Corporation,Unanswered,Male Owned,Non-Veteran,,0,4/10/2020,BMO Harris Bank National Association,WI - 07
a $5-10 million,"D P & K, INC.",N3250 COUNTY ROAD J,POYNETTE,WI,53955,722513,Corporation,Unanswered,Unanswered,Unanswered,,500,4/8/2020,Waukesha State Bank,WI - 06
